LUGAR,MUNICIPIO,CALLE,NÚMERO,NÚMERO INTERIOR,HORARIO,TIPO,ENTIDAD DE GOBIERNO,LATITUD,LONGITUD,INFORMACION COMPLEMENTARIA,FECHA ACTUALIZACIÓN
Instituto Tecnológico Superior de Arandas,Arandas,Lib. Sur Km. 2.7 Carretara Arandas-León,,,,,"Instituto Tecnológico Superior de Arandas,Organismos",20.691471,-102.358559," Arandas Lib. Sur Km. 2.7 Carretara Arandas-León 47180 01 348 783 2020 20.691471-102.358559 Instituto Tecnológico Superior de Arandas ",2013-09-23T18:40:40Z
DRSE Zapopan,,Periférico Poniente.,2884,,,"DRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,20.645325,-103.442618," Periférico Poniente. 2884 45069 01(33) 3030 9807 01(33) 3030 9810 20.645325-103.442618 Secretaría de Educación ",2013-09-20T19:19:41Z
SubDRSE Tomatlán,Tomatlán,Avenida Revolución,91,,,"SubRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,19.938397,-105.249963," Tomatlán Avenida Revolución 91 Las Delicias 48450 01(322) 298 5606 Ext. 53178 / 53179 19.938397-105.249963 Secretaría de Educación ",2013-09-20T18:49:18Z
SubDRSE Atotonilco el Alto,Atotonilco el Alto,Avenida Independencia,750,,,"SubRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,20.545411,"-102.52062 "," Atotonilco el Alto Avenida Independencia 750 47750 01(391) 917 0959 Ext. 53139 / 53140 20.545411-102.52062 Secretaría de Educación ",2013-09-20T18:39:51Z
SubDRSE Atenguillo,Atenguillo,Javier Mina,10,,,,Secretaría de Educación,20.708606,-104.533384," Atenguillo Javier Mina 10 Centro 48100 01(388) 736 8855 Ext. 53136 / 53137 20.708606-104.533384 Secretaría de Educación ",2013-09-20T18:38:10Z
SubDRSE Apoyo en Ayutla,Ayutla,Aguascalientes,19,,,"SubRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,20.129831,-104.345074," Ayutla Aguascalientes 19 Centro 01(316)372 1069 20.129831-104.345074 Secretaría de Educación ",2013-09-20T18:33:30Z
Programa CARACOL,Guadalajara,"Avenida Ávila Camacho ","1015\, 4piso",,,,"Programa CARACOL,Organismos",20.703263,-103.360772," Guadalajara Avenida Ávila Camacho 1015, 4piso Miraflores 38 18 28 00 extensión 56072 20.703263-103.360772 Programa CARACOL ",2013-09-20T20:09:49Z
SubDRSE Tala,Tala,José Maria Mercado,38,,,,Secretaría de Educación,20.649075,-103.703474," Tala José Maria Mercado 38 45300 01(384) 733 7108 Ext. 53166 / 53167 20.649075-103.703474 Secretaría de Educación ",2013-09-20T18:32:07Z
" Programa Nacional de Becas- PRONABES",Guadalajara,"Avenida Prolongación Alcalde ","1351 ",,,,"Programa Nacional de Becas- PRONABES,Organismos",20.694361,"-103.348433 "," Guadalajara Avenida Prolongación Alcalde 1351 Miraflores (01 33) 3678-7454 20.694361-103.348433 Programa Nacional de Becas- PRONABES ",2013-09-23T17:23:39Z
Instituto Tecnológico Superior de Tala,Tala,Abasolo,,,,,"Instituto Tecnológico Superior de Tala,Organismos",20.645395,-103.685662," Tala Abasolo 45300 01 384 733 3012 20.645395-103.685662 Instituto Tecnológico Superior de Tala ",2013-09-23T16:52:01Z
Instituto Tecnológico Superior de Puerto Vallarta,Puerto Vallarta,Corea del Sur,600,,,,"Instituto Tecnológico Superior de Puerto Vallarta,Organismos",20.655023,-105.197902," Puerto Vallarta Corea del Sur 600 El Mangal (322) 22 656 00 20.655023-105.197902 Instituto Tecnológico Superior de Puerto Vallarta ",2013-09-23T16:46:18Z
Instituto Tecnológico Superior de Lagos de Moreno,Lagos de Moreno,Libramiento Tecnológico,,,,,"Instituto Tecnológico Superior de Lagos de Moreno,Organismos",21.316283,-101.910072," Lagos de Moreno Libramiento Tecnológico Portugalejo de los Romanes 47480 01 (474)741-2474 21.316283-101.910072 Instituto Tecnológico Superior de Lagos de Moreno ",2013-09-23T16:18:52Z
Instituto Tecnológico Superior de Zapotlanejo,Zapotlanejo,Tecnológico," 300",,,,"Instituto Tecnológico Superior de Zapotlanejo,Organismos",20.650957,-103.037007," Zapotlanejo Tecnológico 300 20.650957-103.037007 Instituto Tecnológico Superior de Zapotlanejo ",2013-09-23T21:39:38Z
Instituto Tecnológico Superior de Zapopan,Zapopan,Camino Arenero,1101,,,,"Instituto Tecnológico Superior de Zapopan,Organismos",20.702049,-103.472546," Zapopan Camino Arenero 1101 El Bajío 45019 36821180 ext.111 20.702049-103.472546 Instituto Tecnológico Superior de Zapopan ",2013-09-23T21:17:09Z
"Instituto de Madera Celulosa y Papel ",Guadalajara,"Carretera Guadalajara- Nogales Km 15.5 ",,,,,"Instituto de Madera Celulosa y Papel,Organismos",20.748971,-103.512511," Guadalajara Carretera Guadalajara- Nogales Km 15.5 (01 33) 3682-0110 20.748971-103.512511 Instituto de Madera Celulosa y Papel ",2013-09-24T14:34:35Z
Consejo Estatal de Ciencia y Tecnología- COECYTJAL,Guadalajara,López cotilla,1505,,Lunes a viernes de 9 Am a 5 Pm,,"Consejo Estatal de Ciencia y Tecnología- COECYTJAL,Organismos",20.674307,-103.369724," Guadalajara López cotilla 1505 Americana 44140 01(33) 35-85-65-99 Lunes a viernes de 9 Am a 5 Pm 20.674307-103.369724 Consejo Estatal de Ciencia y Tecnología- COECYTJAL ",2013-11-11T15:56:50Z
Planteles educativos oficiales,,,,,El establecido en el plantel educativo.,,,,," El del propio plantel. El establecido en el plantel educativo. ",2013-09-26T14:48:44Z
Consejo Económico y Social del Estado de Jalisco para el Desarrollo y la Competitividad- CESJAL,Guadalajara,Justo Sierra,2430,,,,"Organismos,Consejo Económico y Social del Estado de Jalisco para el Desarrollo y la Competitividad- CESJAL,Organismos",20.67788,-103.377981," Guadalajara Justo Sierra 2430 Ladrón de Guevara (01 33) 3001-6400 20.67788-103.377981 Organismos Consejo Económico y Social del Estado de Jalisco para el Desarrollo y la Competitividad- CESJAL ",2013-09-25T20:16:29Z
Instituto Jalisciense de la Juventud (IJJ),Guadalajara,"Miguel Blanco ","883 ",,,,"Instituto Jalisciense de la Juventud (IJJ),Organismos",20.671868,-103.34779," Guadalajara Miguel Blanco 883 (01 33) 3658-3272 Lic. Ramón Morales Sánchez ramonmorales@ijj.gob.mx 20.671868-103.34779 Instituto Jalisciense de la Juventud (IJJ) ",2013-11-14T19:38:12Z
Comité Estatal de Reservas Territoriales para el Desarrollo Urbano Industrial y Regularización de la Tenencia de la Tierra,Guadalajara,Ávila Camacho,2040,,,,"Comité Estatal de Reservas Territoriales para el Desarrollo Urbano Industrial y Regularización de la Tenencia de la Tierra,Organismos",20.706309,-103.365346," Guadalajara Ávila Camacho 2040 Jardines del Country 20.706309-103.365346 Comité Estatal de Reservas Territoriales para el Desarrollo Urbano Industrial y Regularización de la Tenencia de la Tierra ",2013-09-26T19:02:01Z
Fideicomiso Fondo para Operaciones USAR (FOUSAR),Guadalajara,18 de marzo,750,,,,"Fideicomiso Fondo para Operaciones USAR (FOUSAR),Organismos",20.629832,-103.339797," Guadalajara 18 de marzo 750 La Nogalera (01 33) 3675-3060 20.629832-103.339797 Fideicomiso Fondo para Operaciones USAR (FOUSAR) ",2013-09-25T19:09:30Z
Comisión Estatal Indigena- CEI,Guadalajara,Jesús García,720,,Lunes a viernes de 9:00 a 17:00 hrs,Oficina de Gobierno,"Comisión Estatal Indigena- CEI,Organismos",20.688992,-103.351609," Guadalajara Jesús García 720 El Santuario 44200 01 (33) 3030 9802, 3030 9803 ó 3030 9804 Lunes a viernes de 9:00 a 17:00 hrs Antonio Vázquez Romero antonio.vazquez@jalisco.gob.mx 20.688992-103.351609 Comisión Estatal Indigena- CEI ",2014-07-18T14:19:31Z
Mayores informes: Dirección General de Planeación,Zapopan,Av. Central,615,,8:00 a 20:00 horas,,,,," Zapopan Av. Central 615 Residencial Poniente 3678 7500 ext. 57561 8:00 a 20:00 horas ",2013-10-03T15:08:05Z
Instituto Electoral y de Participación Ciudadana del Estado de Jalsco- IEPC,Guadalajara,Florencia," 2370 ",,,,"Instituto Electoral y de Participación Ciudadana del Estado de Jalsco- IEPC,Organismos",20.692304,-103.376296," Guadalajara Florencia 2370 Italia Providencia (01 33) 3641-4584 20.692304-103.376296 Instituto Electoral y de Participación Ciudadana del Estado de Jalsco- IEPC ",2013-10-15T19:32:47Z
Instituto de Transparencia e Información Pública de Jalisco- ITEI,Zona Metropolitana de Guadalajara,"Miguel de Cervantes Saavedra ",19,,,,"Instituto de Transparencia e Información Pública de Jalisco- ITEI,Organismos",20.675301,-103.374751," Zona Metropolitana de Guadalajara Miguel de Cervantes Saavedra 19 Ladrón de Guevara (01 33) 3630-5745 20.675301-103.374751 Instituto de Transparencia e Información Pública de Jalisco- ITEI ",2013-11-26T18:08:31Z
Comisión Estatal de Derechos Humanos- CEDHJ,Zona Metropolitana de Guadalajara,"Pedro Moreno ",1616,,,,"Comisión Estatal de Derechos Humanos- CEDHJ,Organismos",20.675501,-103.371018," Zona Metropolitana de Guadalajara Pedro Moreno 1616 Americana 3669-1101 20.675501-103.371018 Comisión Estatal de Derechos Humanos- CEDHJ ",2013-10-15T14:54:00Z
Instituto Tecnológico Superior de Tequila,Tequila,Dr. Joel Magallanes,501,,,,"Instituto Tecnológico Superior de Tequila,Organismos",20.872967,-103.827369," Tequila Dr. Joel Magallanes 501 Lomas del Paraiso 01(374)-742-1888, 742-2701 20.872967-103.827369 Instituto Tecnológico Superior de Tequila ",2013-10-10T15:50:14Z
Fiscalía Central (Calle 12),Guadalajara,12,,,,,Fiscalía General del Estado,20.639521,-103.363085," Guadalajara 12 Zona Industrial 20.639521-103.363085 Fiscalía General del Estado ",2013-11-15T22:31:35Z
Centro Vehicular de Devolución,Tlaquepaque," Lázaro Cárdenas",S/N,,,Oficina de Gobierno,Fiscalía General del Estado,,," Tlaquepaque Lázaro Cárdenas S/N Fracc. Revolución 38376000 Ext. 16777, 16780 Fiscalía General del Estado ",2013-11-14T01:23:33Z
Fiscalía Central (Calle 14),Guadalajara,14,2567,,,Oficina de Gobierno,Fiscalía General del Estado,20.639009,-103.361725," Guadalajara 14 2567 Zona Industrial 44940 20.639009-103.361725 Fiscalía General del Estado ",2013-11-15T22:34:34Z
Fiscalía Central- Edificio del COE,Guadalajara,Calle 14,S/N,,,Oficina de Gobierno,Fiscalía General del Estado,20.639474,-103.361709," Guadalajara Calle 14 S/N Zona Industrial 44940 20.639474-103.361709 Fiscalía General del Estado ",2013-11-15T22:43:13Z
Instituto Jalisciense de Alivio del Dolor y Cuidados Paliativos,Zapopan,Av. Zoquipan,1000-C,,,Oficina de Gobierno,"Instituto Jalisciense de Alivio del Dolor y Cuidados Paliativos,Organismos",20.718297,-103.369741," Zapopan Av. Zoquipan 1000-C Zoquipan 20.718297-103.369741 Instituto Jalisciense de Alivio del Dolor y Cuidados Paliativos ",2013-12-05T18:28:45Z
Hospital Civil de Guadalajara (HCG),Guadalajara,Coronel Calderón,777,,,Oficina de Gobierno,"Hospital Civil de Guadalajara (HCG),Organismos",20.688179,-103.342908," Guadalajara Coronel Calderón 777 El Retiro 20.688179-103.342908 Hospital Civil de Guadalajara (HCG) ",2013-11-21T18:34:24Z
Consejo Estatal de Trasplantes de Órganos y Tejidos CETOT,Zapopan,Lago Tequesquitengo,2600,,8:00 a 15:00 hrs,,"Consejo Estatal de Trasplantes de Órganos y Tejidos CETOT,Organismos",20.715842,-103.370347," Zapopan Lago Tequesquitengo 2600 Lagos del Country 38 23 08 44, 38 23 68 86 38 23 08 44, 38 23 68 86 8:00 a 15:00 hrs Dr. Raymundo Hernandez Hernandez raymundo.hernandez@jalisco.gob.mx 20.715842-103.370347 Consejo Estatal de Trasplantes de Órganos y Tejidos CETOT ",2015-03-18T00:53:30Z
Comité de Mejora Regulatoria del Estado de Jalisco (COMERJAL),Guadalajara,López Cotilla,1505 7mo. piso,,,Oficina de Gobierno,"Comité de Mejora Regulatoria del Estado de Jalisco (COMERJAL),Organismos",20.673658,-103.3697651," Guadalajara López Cotilla 1505 7mo. piso Americana 20.673658-103.3697651 Comité de Mejora Regulatoria del Estado de Jalisco (COMERJAL) ",2013-11-08T22:00:48Z
Fideraza Jalisco (-) Por mi Jalisco,Guadalajara,López Cotilla,1505 5vo. piso,,,Oficina de Gobierno,"Fideraza Jalisco (-) Por mi Jalisco,Organismos",20.673658,-103.3697651," Guadalajara López Cotilla 1505 5vo. piso Americana 20.673658-103.3697651 Fideraza Jalisco (-) Por mi Jalisco ",2013-11-08T21:49:44Z
Sistema Estatal de Información Jalisco- SEIJAL,Guadalajara,López Cotilla,1505 1er piso,,,Oficina de Gobierno,"Sistema Estatal de Información Jalisco- SEIJAL,Organismos",20.673658,-103.3697651," Guadalajara López Cotilla 1505 1er piso Americana 20.673658-103.3697651 Sistema Estatal de Información Jalisco- SEIJAL ",2013-11-28T22:26:49Z
Instituto de la Artesanía Jalisciense- IAJ,Guadalajara,Calzada Gonzalez Gallo,20,,Lunes a Viernes \n9:00 a 17:00 Hrs,Oficina de Gobierno,"Instituto de la Artesanía Jalisciense-IAJ,Organismos",20.661588,-103.348143," Guadalajara Calzada Gonzalez Gallo 20 Rincón del Agua Azul 44180 01 (33) 30 30 90 50 01 (33) 30 30 90 63 Lunes a Viernes 9:00 a 17:00 Hrs 20.661588-103.348143 Instituto de la Artesanía Jalisciense-IAJ ",2014-06-03T20:52:03Z
Consejo para la Atención de las Víctimas del Transporte Público (-),Guadalajara,Baeza Alzaga,107,,,Oficina de Gobierno,"Consejo para la Atención de las Víctimas del Transporte Público (-),Organismos",20.678814,-103.341985," Guadalajara Baeza Alzaga 107 Zona Centro 20.678814-103.341985 Consejo para la Atención de las Víctimas del Transporte Público (-) ",2013-11-11T15:30:40Z
Fideicomiso de Pensiones y Jubilaciones de los Servidores Públicos de Base del O.P.D. del Hospital Civil de Guadalajara (-),Guadalajara,Av. Prolongación Alcalde,1221,4to. piso,"9:00 a 15:00 ",Oficina de Gobierno,"Fideicomiso de Pensiones y Jubilaciones de los Servidores Públicos de Base del O.P.D. del Hospital Civil de Guadalajara (-),Organismos",20.696389,-103.348486," Guadalajara Av. Prolongación Alcalde 1221 4to. piso Miraflores 44270 (01 33) 3818-2801 9:00 a 15:00 Lic. Salvador González Resendiz salvador.gonzalez@jalisco.gob.mx 20.696389-103.348486 Fideicomiso de Pensiones y Jubilaciones de los Servidores Públicos de Base del O.P.D. del Hospital Civil de Guadalajara (-) ",2013-11-15T17:29:56Z
Consejo Estatal para la Prevención del SIDA- COESIDA,Zapopan,Lago Tequesquitengo,2600,,,Oficina de Gobierno,"Consejo Estatal para la Prevención del SIDA- COESIDA,Organismos",20.716069,-103.370288," Zapopan Lago Tequesquitengo 2600 Lagos del Country 20.716069-103.370288 Consejo Estatal para la Prevención del SIDA- COESIDA ",2013-11-08T22:38:50Z
Consejo Estatal para la Prevención de Accidentes- CEPAJ,Zapopan," Lago Tequesquitengo",2600,,,Oficina de Gobierno,"Consejo Estatal para la Prevención de Accidentes- CEPAJ,Organismos",20.716069,-103.370288," Zapopan Lago Tequesquitengo 2600 Lagos del Country 20.716069-103.370288 Consejo Estatal para la Prevención de Accidentes- CEPAJ ",2013-12-04T16:47:47Z
Servicios de Salud Jalisco- SSJ,Guadalajara,Dr. Baeza Alzaga,107,,,Oficina de Gobierno,"Servicios de Salud Jalisco- SSJ,Organismos",20.68868,-103.340889," Guadalajara Dr. Baeza Alzaga 107 44100 20.68868-103.340889 Servicios de Salud Jalisco- SSJ ",2014-05-29T13:31:46Z
Instituto Jalisciense de Cancerología- IJC,Guadalajara,Coronel Calderón,715,,,Oficina de Gobierno,"Instituto Jalisciense de Cancerología- IJC,Organismos",20.686964,-103.342833," Guadalajara Coronel Calderón 715 El Retiro 20.686964-103.342833 Instituto Jalisciense de Cancerología- IJC ",2013-12-03T20:21:11Z
Centro Vehicular de Devolución Inmediata de la Fiscalía,Tlaquepaque,Batalla de Zacatecas,S/N,,,Oficina de Gobierno,Fiscalía General del Estado,20.621645,-103.315043," Tlaquepaque Batalla de Zacatecas S/N Revolución 45580 Tel. 38376000 Ext. 16777, 16780. 20.621645-103.315043 Fiscalía General del Estado ",2013-11-15T23:00:10Z
Consejo Consultivo Turístico del Estado de Jalisco,Guadalajara,Morelos,102,,,Oficina de Gobierno,"Consejo Consultivo Turístico del Estado de Jalisco,Organismos",20.676997,-103.343133," Guadalajara Morelos 102 3668-1602 3668-1603 20.676997-103.343133 Consejo Consultivo Turístico del Estado de Jalisco ",2013-11-14T18:41:46Z
Procuraduría Estatal De Protección Al Ambiente- PROEPA,Zapopan,Cubilete," 2855",,,,"Procuraduría Estatal De Protección Al Ambiente- PROEPA,Organismos",20.65659,-103.397729," Zapopan Cubilete 2855 Jardines del Sol 45055 (33) 1199-7550 Ext. 56212 20.65659-103.397729 Procuraduría Estatal De Protección Al Ambiente- PROEPA ",2013-11-08T21:11:20Z
Centro Urbano de Retención Vial por Alcoholimetría,Zapopan,Prolongacion Laureles,S/N,,,Oficina de Gobierno,Secretaría de Movilidad,20.729071,-103.38535," Zapopan Prolongacion Laureles S/N Tepeyac 45150 20.729071-103.38535 Secretaría de Movilidad ",2013-11-07T23:59:50Z
Procuraduria de Desarrollo Urbano,Guadalajara,Mariano Azuela,23,,,Oficina de Gobierno,"Gobierno del Estado de Jalisco,Procuraduría de Desarrollo Urbano,Organismos",20.675933,-103.384784," Guadalajara Mariano Azuela 23 Arcos Vallarta 44600 01 (33) 3630-4600; 3630-4618; 3630-4619 20.675933-103.384784 Gobierno del Estado de Jalisco Procuraduría de Desarrollo Urbano ",2013-11-21T16:10:54Z
Bosque La Primavera,Zapopan,Av. Vallarta,6503,,,Oficina de Gobierno,"Bosque La Primavera,Organismos",20.677499,-103.414972," Zapopan Av. Vallarta 6503 Ciudad Granja 01 (33) 3110-0917 20.677499-103.414972 Bosque La Primavera ",2013-09-19T16:26:12Z
Fideicomiso de Turismo de San Juan de los Lagos,San Juan de los Lagos,Fray Antonio de Segovia,10,,,Oficina de Gobierno,"Fideicomiso de Turismo de San Juan de los Lagos,Organismos",21.245902,-102.333507," San Juan de los Lagos Fray Antonio de Segovia 10 Centro 47000 (0195) 785-4606 21.245902-102.333507 Fideicomiso de Turismo de San Juan de los Lagos ",2013-09-19T16:16:21Z
Fideicomiso Turistico Puerto Vallarta,Puerto Vallarta,,,,,Oficina de Gobierno,"Fideicomiso Turistico Puerto Vallarta,Organismos,Mejorar la Imagen de Tequila (FIMIT),Organismos",20.645154,-105.233772," Puerto Vallarta 44310 (01322)&quot; 22-411-75 20.645154-105.233772 Fideicomiso Turistico Puerto Vallarta Mejorar la Imagen de Tequila (FIMIT) ",2013-09-19T16:11:40Z
Colegio de Educación Profesional Técnica del Estado de Jalisco- CONALEP,Zapopan,"Salvador Vargas ","3035 ",,,,"Colegio de Educación Profesional Técnica del Estado de Jalisco- CONALEP,Organismos",20.638086,-103.421668," Zapopan Salvador Vargas 3035 Paseos del Sol 20.638086-103.421668 Colegio de Educación Profesional Técnica del Estado de Jalisco- CONALEP ",2013-09-19T19:59:34Z
Hogar Cabañas,Guadalajara,Av. Mariano Otero,2145,,,Oficina de Gobierno,"Hogar Cabañas,Organismos",20.645939,-103.405498," Guadalajara Av. Mariano Otero 2145 Residencial Victoria 3631-0262 Ext. 102 20.645939-103.405498 Hogar Cabañas ",2013-09-19T16:04:46Z
Sistema Jalisciense de Radio y Televisión- SJRTV,Guadalajara,Francisco Rojas González," 155",,,Oficina de Gobierno,"Sistema Jalisciense de Radio y Televisión- SJRTV,Organismos",20.679707,-103.37871," Guadalajara Francisco Rojas González 155 Ladrón de Guevara (33) 3030 5300 20.679707-103.37871 Sistema Jalisciense de Radio y Televisión- SJRTV ",2013-09-19T14:37:11Z
Consejo Estatal para la Cultura y las Artes- CECA,Guadalajara,Jesús García,720,,Lunes a Viernes de 8:00 a 16:00,Oficina de Gobierno,"Consejo Estatal para la Cultura y las Artes- CECA,Organismos",20.688901,-103.35082," Guadalajara Jesús García 720 Centro 3614-6864 3614-6855 3658-0026 Lunes a Viernes de 8:00 a 16:00 20.688901-103.35082 Consejo Estatal para la Cultura y las Artes- CECA ",2013-09-19T14:17:32Z
